Price,Close,High,Low,Open,Volume
Ticker,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
Date,,,,,
2020-01-02,7604.2998046875,7624.7998046875,7542.39990234375,7542.39990234375,482206700
2020-01-03,7622.39990234375,7626.39990234375,7551.0,7604.2998046875,475628900
2020-01-06,7575.2998046875,7622.39990234375,7528.10009765625,7622.39990234375,516783400
2020-01-07,7573.89990234375,7604.60009765625,7562.10009765625,7575.2998046875,511576100
2020-01-08,7574.89990234375,7579.5,7525.0,7573.89990234375,606225000
2020-01-09,7598.10009765625,7627.7998046875,7574.89990234375,7574.89990234375,653838100
2020-01-10,7587.89990234375,7632.0,7585.10009765625,7598.10009765625,651315600
2020-01-13,7617.60009765625,7635.7998046875,7582.5,7587.89990234375,659019400
2020-01-14,7622.39990234375,7650.7001953125,7588.7998046875,7617.60009765625,697648200
2020-01-15,7642.7998046875,7642.7998046875,7609.39990234375,7622.39990234375,730575200
2020-01-16,7609.7998046875,7653.60009765625,7595.2998046875,7642.7998046875,573564200
2020-01-17,7674.60009765625,7689.7001953125,7609.7998046875,7609.7998046875,631970100
2020-01-20,7651.39990234375,7682.7998046875,7639.60009765625,7674.60009765625,358980900
2020-01-21,7610.7001953125,7651.39990234375,7550.5,7651.39990234375,656519300
2020-01-22,7571.89990234375,7637.39990234375,7563.5,7610.7001953125,604636000
2020-01-23,7507.7001953125,7572.10009765625,7503.2001953125,7571.89990234375,668616300
2020-01-24,7586.0,7642.2001953125,7507.60009765625,7507.7001953125,605760000
2020-01-27,7412.10009765625,7586.0,7392.7998046875,7586.0,679457100
2020-01-28,7480.7001953125,7491.39990234375,7410.39990234375,7412.10009765625,535852000
2020-01-29,7483.60009765625,7514.7001953125,7462.2001953125,7480.7001953125,525036700
2020-01-30,7382.0,7483.60009765625,7357.60009765625,7483.60009765625,685501900
2020-01-31,7286.0,7398.2998046875,7275.0,7382.0,714049600
2020-02-03,7326.2998046875,7360.0,7285.2001953125,7286.0,645846700
2020-02-04,7439.7998046875,7442.10009765625,7326.2998046875,7326.2998046875,696703600
2020-02-05,7482.5,7512.39990234375,7408.5,7439.7998046875,818911400
2020-02-06,7504.7998046875,7533.60009765625,7482.5,7482.5,673947900
2020-02-07,7466.7001953125,7506.2998046875,7441.10009765625,7504.7998046875,705974200
2020-02-10,7446.89990234375,7466.7001953125,7427.89990234375,7466.7001953125,612817500
2020-02-11,7499.39990234375,7529.5,7446.89990234375,7446.89990234375,700689800
2020-02-12,7534.39990234375,7547.7001953125,7499.0,7499.39990234375,573044200
2020-02-13,7452.0,7534.39990234375,7406.89990234375,7534.39990234375,823565400
2020-02-14,7409.10009765625,7472.89990234375,7403.7001953125,7452.0,629855000
2020-02-17,7433.2998046875,7450.0,7409.10009765625,7409.10009765625,394565700
2020-02-18,7382.0,7433.2998046875,7353.39990234375,7433.2998046875,786827200
2020-02-19,7457.0,7462.0,7382.0,7382.0,602975900
2020-02-20,7436.60009765625,7480.5,7436.60009765625,7457.0,780481500
2020-02-21,7403.89990234375,7436.7001953125,7370.60009765625,7436.60009765625,872594700
2020-02-24,7156.7998046875,7403.89990234375,7114.5,7403.89990234375,1081479400
2020-02-25,7017.89990234375,7198.2001953125,7004.89990234375,7156.7998046875,976469000
2020-02-26,7042.5,7044.7001953125,6871.89990234375,7017.89990234375,982409600
2020-02-27,6796.39990234375,7042.5,6730.0,7042.5,1224827000
2020-02-28,6580.60009765625,6796.39990234375,6460.10009765625,6796.39990234375,1979835300
2020-03-02,6654.89990234375,6775.2001953125,6496.0,6580.60009765625,1770844200
2020-03-03,6718.2001953125,6846.2998046875,6654.89990234375,6654.89990234375,1277190200
2020-03-04,6815.60009765625,6856.2998046875,6700.2001953125,6718.2001953125,1115783100
2020-03-05,6705.39990234375,6834.10009765625,6662.60009765625,6815.60009765625,1146893100
2020-03-06,6462.60009765625,6705.39990234375,6431.39990234375,6705.39990234375,1377953500
2020-03-09,5965.7998046875,6462.60009765625,5891.60009765625,6462.60009765625,2098798700
2020-03-10,5960.2001953125,6231.10009765625,5927.89990234375,5965.7998046875,1729622400
2020-03-11,5876.5,6088.5,5860.7998046875,5960.2001953125,1507518600
2020-03-12,5237.5,5876.5,5237.5,5876.5,2209275500
2020-03-13,5366.10009765625,5696.5,5237.5,5237.5,1935105000
2020-03-16,5151.10009765625,5366.10009765625,4898.7998046875,5366.10009765625,2111567500
2020-03-17,5294.89990234375,5309.0,4978.7998046875,5151.10009765625,1941164900
2020-03-18,5080.60009765625,5294.89990234375,5006.2001953125,5294.89990234375,1837075100
2020-03-19,5151.60009765625,5181.0,4942.39990234375,5080.60009765625,1963412200
2020-03-20,5190.7998046875,5419.2998046875,5151.60009765625,5151.60009765625,2585565700
2020-03-23,4993.89990234375,5194.7998046875,4922.7998046875,5190.7998046875,1629604900
2020-03-24,5446.0,5446.0,4993.89990234375,4993.89990234375,1582421000
2020-03-25,5688.2001953125,5741.39990234375,5400.5,5446.0,1860995600
2020-03-26,5815.7001953125,5815.7001953125,5503.39990234375,5688.2001953125,1536739000
2020-03-27,5510.2998046875,5815.7001953125,5407.10009765625,5815.7001953125,1457210400
2020-03-30,5563.7001953125,5567.2001953125,5351.7998046875,5510.2998046875,1136875400
2020-03-31,5672.0,5702.7001953125,5545.89990234375,5563.7001953125,1602112800
2020-04-01,5454.60009765625,5672.0,5414.7001953125,5672.0,1670362100
2020-04-02,5480.2001953125,5552.39990234375,5395.10009765625,5454.60009765625,1554286900
2020-04-03,5415.5,5486.2998046875,5396.7001953125,5480.2001953125,1180517400
2020-04-06,5582.39990234375,5590.60009765625,5415.5,5415.5,1207951800
2020-04-07,5704.5,5780.2001953125,5582.39990234375,5582.39990234375,1563928500
2020-04-08,5677.7001953125,5704.5,5589.7001953125,5704.5,1133735000
2020-04-09,5842.7001953125,5842.7001953125,5677.7001953125,5677.7001953125,1290301300
2020-04-14,5791.2998046875,5894.7001953125,5779.0,5842.7001953125,1056846100
2020-04-15,5597.7001953125,5791.7001953125,5576.39990234375,5791.2998046875,1375971300
2020-04-16,5628.39990234375,5657.60009765625,5577.7998046875,5597.7001953125,1073687700
2020-04-17,5787.0,5839.2998046875,5628.39990234375,5628.39990234375,1204085900
2020-04-20,5812.7998046875,5823.89990234375,5707.7001953125,5787.0,822613800
2020-04-21,5641.0,5812.7998046875,5641.0,5812.7998046875,888662400
2020-04-22,5770.60009765625,5777.10009765625,5641.0,5641.0,866999300
2020-04-23,5826.60009765625,5843.60009765625,5735.89990234375,5770.60009765625,882116400
2020-04-24,5752.2001953125,5827.2001953125,5728.7998046875,5826.60009765625,808821600
2020-04-27,5846.7998046875,5855.60009765625,5752.2001953125,5752.2001953125,792246400
2020-04-28,5958.5,5977.7998046875,5835.89990234375,5846.7998046875,1196850700
2020-04-29,6115.2998046875,6129.60009765625,5950.7998046875,5958.5,1288097400
2020-04-30,5901.2001953125,6151.60009765625,5897.89990234375,6115.2998046875,1933348900
2020-05-01,5763.10009765625,5901.2001953125,5746.10009765625,5901.2001953125,781328900
2020-05-04,5753.7998046875,5792.89990234375,5702.0,5763.10009765625,1038977200
2020-05-05,5849.39990234375,5869.5,5753.7998046875,5753.7998046875,969041200
2020-05-06,5853.7998046875,5897.39990234375,5839.60009765625,5849.39990234375,973242800
2020-05-07,5936.0,5941.89990234375,5853.60009765625,5853.7998046875,967707400
2020-05-11,5939.7001953125,5999.10009765625,5898.2998046875,5936.0,1041393600
2020-05-12,5994.7998046875,6013.0,5911.39990234375,5939.7001953125,939767700
2020-05-13,5904.10009765625,5994.7998046875,5893.39990234375,5994.7998046875,1055705500
2020-05-14,5741.5,5904.10009765625,5661.10009765625,5904.10009765625,1152459900
2020-05-15,5799.7998046875,5837.89990234375,5741.5,5741.5,927433300
2020-05-18,6048.60009765625,6058.2001953125,5799.60009765625,5799.7998046875,930325200
